artist,total_weeks,track_count,artistId,imageUrl,imageWidth,imageHeight
CODY WISE,1,1,0gizY5GNZ4QV1vGB1bg0Gi,https://i.scdn.co/image/b7ddaaf2c77097e6ec7d6741ac4e9d3840ebab15,200,64
COLDPLAY,2,2,4gzpq5DPGxSnKTe4SA8HAU,https://i.scdn.co/image/02c781539fca2176059bdeafd9fa903db5b9a4d0,200,200
COLOR ME BADD,3,1,1QtIfAa6y7w2JhxYJhYeUG,https://i.scdn.co/image/1abe5c2da66ef9d7f604abe2e58e99ed12b77939,200,200
COMIC RELIEF,1,1,1EZBc2akOKMHvVcOaOSKif,https://i.scdn.co/image/e0f9311ba3fe6b4427bda66436defe86d193f893,63,55
COMMODORES,5,1,6twIAGnYuIT1pncMAsXnEm,https://i.scdn.co/image/dfb5ecf5e1cd028665f6614dd6d4d7ac773a0faf,160,160
COMMONWEALTH BAND,1,1,1zhYasZBfFgYOuAfZ3MIAh,https://i.scdn.co/image/176ef057eb9523e348caa8a8fef8696062e6810d,64,64
COMMUNARDS,4,1,17U2ImH5IyYMvjkCfPhMHT,https://i.scdn.co/image/65ed2112cb036bb3f98c60896222b5f56b010382,200,292
CONNIE FRANCIS,12,2,3EY5DxGdy7x4GelivOjS2Q,https://i.scdn.co/image/4a241bc89998f11920f10bd354374c4e8f3b90d3,200,239
CONWAY TWITTY,5,1,7gi3jmwpUpNWdswT8eEprF,https://i.scdn.co/image/5a67c43b1c05836e40b22820c02a1c9574e7cd68,64,80
COOLIO LV,2,1,,,,
CORNERSHOP,1,1,3Kf7VEIRWquxrNIuyJZnfF,https://i.scdn.co/image/e537de18bf873440c783971890bf2cab83755d92,200,139
CORRS,1,1,1VbWUxZTRNY2gw3qZ1tg9W,https://i.scdn.co/image/4d0618196db1686b7b6cbe3cbfa55cd5cb6d4d1a,200,200
COVER DRIVE,1,1,4jbcqKzc4Wuy6MivHhzPrP,https://i.scdn.co/image/17fa1c6cb5f1b80bc6e2cf9c8358d678c1e44d06,200,113
CRAIG DAVID,2,2,2JyWXPbkqI5ZJa3gwqVa0c,https://i.scdn.co/image/f7dd9fc306dc723f6c663dc08062693a0a84a36a,160,160
CRAIG DOUGLAS,4,1,2B52XDLCjJiYiEjtBeeOD0,https://i.scdn.co/image/495ff4b4f5a93723ea549b8638b46f83a9f2e86b,64,64
CRAZY FROG,4,1,4J3wzDMI97AlGimdiVcaLb,https://i.scdn.co/image/20f20c585d37fbd56e942ce1d959d9b9c906307b,64,85
CRAZY WORLD OF ARTHUR BROWN,1,1,2LpdhgwN0mYKMjnzrBQU8H,https://i.scdn.co/image/2b1fcd873850e0a71317adfd36cc507a20623d5c,200,200
CREEDENCE CLEARWATER REVIVAL,3,1,3IYUhFvPQItj6xySrBmZkd,https://i.scdn.co/image/541309c5984f2a527f337a2b5759eab31774190d,160,160
CRICKETS,3,1,4r7JUeiYy24L7BuzCq9EjR,https://i.scdn.co/image/29f058db4883213227001449936a467622e392e3,200,199
CROWD,2,1,1BSXtdFlVDUOS6g1T3tmME,https://i.scdn.co/image/4f1ad90d1900d70cde86597de149f8f3c8c80f7a,160,160
CULTURE BEAT,4,1,0BZ3BHzfYwpd3k5TDnvAz8,https://i.scdn.co/image/fbc3ad986a91bb8264558be52a4c1123b3d8d77b,160,160
CULTURE CLUB,9,2,6kz53iCdBSqhQCZ21CoLcc,https://i.scdn.co/image/e0398582c8fb719d5943c2489de04c721a5266a6,64,81
DCUP,1,1,6OkVmXCnj1BPjTf5aihiwt,https://i.scdn.co/image/17874c06ffb996a5f726a42c341e91022b75e45d,64,43
D:REAM,4,1,4I5VdKbZqFnB9TmI1OrrjN,,,
DADDY YANKEE,12,1,4VMYDCV2IEDYJArk749S6m,https://i.scdn.co/image/7a16ce66bb7e4dbc383ad6eaa3aa3247df3da188,160,160
DAFT PUNK,4,1,4tZwfgrHOc3mvqYlEYSvVi,https://i.scdn.co/image/ab7eb5c69836f3d7a124f4c88d42bd8a4b6e127b,200,200
DANA,2,1,4rljPSpCHQzUJMNOvmw1DL,https://i.scdn.co/image/b6d0c7793427baec883896b0aac5e6075f91528b,160,160
DANIEL BEDINGFIELD,5,3,11hIqBsGRPztdjBHCSLClX,https://i.scdn.co/image/581665d73c970c63fc343746c8d61fb71bdb1d39,199,133
DANNY WILLIAMS,2,1,7A1PWRIpGKFLKGXB5p0jDY,https://i.scdn.co/image/887328b03ae11b6682b8ca7d31d5083d1f1c81ec,64,64
DAPPY,1,1,4q6hTJmeYXCwp0ivdtoSWA,https://i.scdn.co/image/ce5f8621e16a50d1382c09de66ea91b89eb667a6,160,160
DARIUS,2,1,7FY5V3XMwlNBPitEjXowHQ,https://i.scdn.co/image/0d7b23c3cc2842e5e1d0155bff01e74444c171ef,160,160
DAVE ANSEL COLLINS,2,1,2s1G45bYX18HFUbJpbyynV,https://i.scdn.co/image/53c347238fd32ae402b032ae0f2948de086fe007,64,64
DAVE CLARK FIVE,2,1,2HBbky0Z08ZcCKVsXWbNE4,https://i.scdn.co/image/3792f7cc65e271cddd3a797ec78507dcf9ea492a,200,256
DAVE DEE,1,1,3tKmZgJAXrog8SnYpzWSbe,https://i.scdn.co/image/2693eef97671e860d4ee20096a2a4bf8297982b3,64,64
DAVE EDMUNDS,6,1,65Gh3BfK84aTIugiRCgLBA,https://i.scdn.co/image/3584191a7dff4e4ea5a63eed14d1df81e10138f6,200,200
DAVE STEWART,4,1,7gcCQIlkkfbul5Mt0jBQkg,https://i.scdn.co/image/1c9ff76778ce25cb27539633a3ca1049ae4d08e4,200,133
DAVID BOWIE,13,5,0oSGxfWSnnOXhD2fKuz2Gy,https://i.scdn.co/image/c74188cfa692266ce5d61790d8b00880980bef20,200,200
DAVID CASSIDY,5,2,0isDnZYMWbwDz7hzw0XRjt,https://i.scdn.co/image/2f3bdbbbb131dfdfc30a510f8ab93c49332b1711,200,303
DAVID ESSEX,6,2,46n0cAhBmsRJZiX6GSFmbf,https://i.scdn.co/image/e10b40e72fd639d82c0d403f8f0483f1933baed4,200,200
DAVID GUETTA,6,6,1Cs0zKBU1kc0i8ypK3B9ai,https://i.scdn.co/image/9fffb0c2f3ca88acb41c2f832b086a68df659463,160,160
DAVID GUETTA CHRIS WILLIS,1,1,5UlMfQQKi04hKAVB1pC8wR,,,
DAVID SNEDDON,2,1,097cDubvf0GjApD3w20Pl7,https://i.scdn.co/image/e0922cf43641e5880fb83910f357fd131ac5265b,64,63
DAVID SOUL,7,2,2eFkm34OMSYRUwP4RAtXaT,https://i.scdn.co/image/a2682395a9f1c86f958fe6db2bb5f6151e1fd7d7,64,64
DAVID WHITFIELD,12,2,4Hy8wleeYbPThe35iMWjMH,https://i.scdn.co/image/9b910f314be9b853aaae4c7d3dd3c5af0becdfaa,64,64
DAVID WHITFIELD MANTOVANI AND HIS ORCHESTRA,10,1,7g8K5nn1dWykKgU4AYSsbt,https://i.scdn.co/image/d7ae5303375dbf57f4b0ebf92f2e2725fb9fd524,64,64
DAVID ZOWIE,1,1,2yEkeJoFOvm6qHuECSDHFg,https://i.scdn.co/image/56ebdae6bc94de406b3336ff13dc9bbf4e9ea6f9,200,113
DAWN,9,2,6gnohqGISFUVpTSqT3TtiO,https://i.scdn.co/image/8161e48f20c237051a7dae178694dc52de08e21f,160,160
DEAD OR ALIVE,2,1,5WWSL6rElJeUk3Uc1S2RyD,https://i.scdn.co/image/9cca87e0a025bc30b230a71c78f6cb32caa81769,160,160
DEAN MARTIN,4,1,49e4v89VmlDcFCMyDv9wQ9,https://i.scdn.co/image/cc0772b25585c92f118856f5564bd2ac2c20776c,200,201
DEEP BLUE SOMETHING,1,1,5N5RfI8FFXk4WQ8kkjE407,https://i.scdn.co/image/8595254b921a36590393880274615adf54b031d9,64,64
DEL SHANNON,3,1,3c8WoNjBfyLJhFObE6RHgs,https://i.scdn.co/image/fcbacd6bb8cffc97ac50b8fa4a20ad2aa1740c7a,200,220
DEMIS ROUSSOS,1,1,0J9mbwg4BquN4XlHzdMK3X,https://i.scdn.co/image/75bf08ec22506ca0501c80a6d88ca907472afdd4,64,96
DENIECE WILLIAMS,2,1,5jNGQ7VOU87x5402JjhTtd,https://i.scdn.co/image/eb9cdb44162ca39b91945ea2872293016dff6f0a,200,140
DES O'CONNOR,1,1,3C5hjzfOs3mSIhWhLl5Tni,https://i.scdn.co/image/b79ef43804c1c4a192baa62ea680ee1c99b11c56,64,64
DESMOND DEKKER,1,1,1FcB6xMihhP9Hb6AdGVbWe,https://i.scdn.co/image/48c6428ee6245367c9217ab94c90acf3ef565685,200,229
DESTINY'S CHILD,2,2,1Y8cdNmUJH7yBTd9yOvr5i,https://i.scdn.co/image/b0701d04fba62c7c66ba013a7d8fd8bb193e8795,160,160
DEV,1,1,7Ip2u3e5Nv6fFb5xyIHxEE,https://i.scdn.co/image/0d140c5890dc5ed596f585afee4b0b32a7b20a06,160,160
DEXYS MIDNIGHT RUNNERS,6,2,4QTVePrFu1xuGM9K0kNXkk,https://i.scdn.co/image/81313aef6f7c74888814c4474f1a9992d21e9d63,200,200
DIANA ROSS,7,2,3MdG05syQeRYPPcClLaUGl,https://i.scdn.co/image/91ad5209ded8966b2fe8f2d418db27bd20725db0,200,201
DIANA VICKERS,1,1,1iAIMKbNptAohP5KbxuGR0,https://i.scdn.co/image/394e95c0a8d406e3f90e715af95cd27fc9b77df5,200,267
DICKIE VALENTINE,6,2,60JUOTnRuDTetm7Hiwonev,https://i.scdn.co/image/5b16c056dc1bbeb879cecb87f07fc2abe6eb7f71,64,64
DIDDY,4,2,59wfkuBoNyhDMQGCljbUbA,https://i.scdn.co/image/9e1b116874b59170df36dd4b7f3fa14bc8f0881f,160,160
DIZZEE RASCAL,8,4,0gusqTJKxtU1UTmNRMHZcv,https://i.scdn.co/image/004b62f4032ebbf2d28d4d0eba1093957fd57104,160,160
DJ CASPER,1,1,5o7DmXxAI7rg7qBUvcLq2s,https://i.scdn.co/image/eb01e584f773dd7f4baaaf0387d5bae13073f5b1,64,63
DJ FRESH,2,2,6r20qOqY7qDWI0PPTxVMlC,https://i.scdn.co/image/ac3521de7ca25800ff77073b8b35b7a3ed531590,160,160
DJ KHALED,2,2,0QHgL1lAIqAw0HtD7YldmP,https://i.scdn.co/image/a366187b1a55ba6c15510a2d82875d8b7ebd0d5b,160,160
DJ MENTAL THEO'S BAZZHEADZ,5,1,,,,
DJ OTZI,1,1,0DR4z5jMA1eqx0CmHBUpkr,https://i.scdn.co/image/d047d748b24aa60d9697dac36f04c865923a0799,199,133
DJ PIED PIPER & THE MASTERS OF CEREMONIES,1,1,7KMddxPqjqv0fiucwg0c3D,https://i.scdn.co/image/58edaf6f005dfcdd60dcca45426535832c86b452,64,64
DJ SAMMY,1,1,4z4m1P0iX2nRSPDBEZ8LBT,https://i.scdn.co/image/74f8165f4971b495e2016405ad00a9917400981f,200,200
DOCTOR & THE MEDICS,3,1,0auxGqduSBWubpKjjSNKLr,https://i.scdn.co/image/3039e20b4185f1bf9dddfc649b609ce20c23aec1,200,187
DOE,2,1,4TLCPR1sMYoNU1jA7O4uww,https://i.scdn.co/image/e71156b7ed9ff5bc1eb8842fab1c791d3a62f245,64,64
DON CORNELL,5,1,2Oe27JVtJqG8OLkgYDGzvS,https://i.scdn.co/image/a892b5d4afa5e588610784a7eb60d1081e0fd398,64,64
DON MCLEAN,5,2,1gRNBaI4yn6wCCTvRhGWh8,https://i.scdn.co/image/b77fca05c135b06040a96727720838cc8d7ec306,64,38
DONNA SUMMER,4,1,2eogQKWWoohI3BSnoG7E2U,https://i.scdn.co/image/da5df229bcde9bb48840a7b75a2646f0b107de7d,200,209
DONNY OSMOND,10,3,5ZEAzHE2TzAwUcOj6jMIgf,https://i.scdn.co/image/c8c099892fd7177b06d43d253ef8d03d0d7b6c44,200,246
DOOP,3,1,3IgrARF9uItsAbJ4G3uiIC,https://i.scdn.co/image/3afa4fb912f499dd97a6e9c9ae38d4d455ad880f,64,64
DORIS DAY,15,2,3ESG6pj6a0LvUKklENalT6,https://i.scdn.co/image/5e1ef9fd915dd34a713c3b3147a1a29b8548b857,200,252
DR HOOK,3,1,2Mhi3jfuRSdbVZPdjqsnnN,https://i.scdn.co/image/555af86e33f1307e793f5bb54d2c9e1d568098f1,200,139
DRAKE,16,2,3TVXtAsR1Inumwj472S9r4,https://i.scdn.co/image/085ae2e76f402468fe9982851b51cf876e4f20fe,160,160
DREAM WEAVERS,3,1,3gILnBJ6p1bpCc3Z2qOIia,https://i.scdn.co/image/74efdec5c060dbb40f2b35f3fa9df60a7c9da9fe,64,64
DUA LIPA,2,1,6M2wZ9GZgrQXHCFfjv46we,https://i.scdn.co/image/b3aac0bcbe105a7690fde68f8b33c3880235c319,160,160
DUANE HARDEN,1,1,6t8VAB5OTHKxi4p1I5aqn0,https://i.scdn.co/image/7b578949abb7d9268c1f3bbb675fad7441d2c774,64,64
DUFFY,5,1,37NqXwtb6nIEqRt4EJSoIO,https://i.scdn.co/image/c473ad6bcedf0f0cbf6c7b04d1501d3e5ecba27b,200,150
DUKE DUMONT,3,2,61lyPtntblHJvA7FMMhi7E,https://i.scdn.co/image/c4bdb5491e58eb9e0ec1bbdfd5065ac0d40a540c,160,160
DURAN DURAN,6,2,0lZoBs4Pzo7R89JM9lxwoT,https://i.scdn.co/image/8f9cb6c496286cb24855e3d2cf57df4da0a55b9f,200,200
DUSTY SPRINGFIELD,1,1,5zaXYwewAXedKNCff45U5l,https://i.scdn.co/image/674c4c13595dd0cedf30282161c9d1ce95630afc,200,225
DVBBS & BORGEOUS,1,1,,,,
EAMON,4,1,1y20PpXw0yeuJ1avCD0Ob9,https://i.scdn.co/image/ef5f58924205ee8de886162c9cc6d33854f610ea,160,160
EAST 17,5,1,6lOC7lwSO1ql4Gc2Y3QObY,https://i.scdn.co/image/5482a3ade9dc2c0eed77038dbb25570266473e75,200,133
ED SHEERAN,20,4,6eUKZXaKkcviH0Ku9w2n3V,https://i.scdn.co/image/f39b705ba6b1070c77bce4e9c21dff5bac96f21c,160,160
EDDIE CALVERT,13,2,0GiwCgVgmsTOIIL4B5DZyR,https://i.scdn.co/image/af72e82ea21cf2b6368f15b0296b00bd64c98df7,64,64
EDDIE COCHRAN,2,1,1p0t3JtUTayV2wb1RGN9mO,https://i.scdn.co/image/b77d036dd1de94b4a641be39cd7dd91162ada12c,200,200
EDDIE FISHER,2,2,6bHSJldq5J4lYowHOm9OOX,https://i.scdn.co/image/82efe706cd82531f904df20b62f46eb9e4dc95de,64,64
EDDIE GRANT,3,1,7MYNQyCNFvEvEShbkpuil8,https://i.scdn.co/image/b6643db80ee11152b7679c1b3be3999add932517,64,64
EDEN KANE,1,1,3868BFxYD2dqzWU31X5AUR,https://i.scdn.co/image/1bce13472ce9735370117a009d778f455bc2a03d,64,64
EDISON LIGHTHOUSE,5,1,1NRzxuPpdGushT8YmF5NAa,https://i.scdn.co/image/59edcae18d0b5b88a83cb2711e95a4eb9519ad1e,199,133
EIFFEL 65,3,1,64rxQRJsLgZwHHyWKB8fiF,https://i.scdn.co/image/5f6c261992f6afe0ebb1a181595b1b5c4144e9ea,160,160
ELAINE PAIGE,4,1,7KckozT8XPOqtgJjpAcrnA,https://i.scdn.co/image/b36368620c22857f0a84e867fe0867f2be78bb1f,160,160
ELLA EYRE,1,1,66TrUkUZ3RM29dqeDQRgyA,https://i.scdn.co/image/bacba032e63ab231e34de29db044b48b54c4488d,160,160
ELLA HENDERSON,2,1,7nDsS0l5ZAzMedVRKPP8F1,https://i.scdn.co/image/c8820716c2b6724cbe16ecf5c0c2e78f8e2b3fbb,160,160
ELLIE GOULDING,7,2,0X2BH1fck6amBIoJhDVmmJ,https://i.scdn.co/image/848a19e113ef29d7e5a485a4c3cf2116745ddbff,160,160
ELTON JOHN,23,7,3PhoLpVuITZKcymswpck5b,https://i.scdn.co/image/aa5f7298d2b38b0d5da7dc9a50bcb69a1f72cc03,160,160
ELVIS,79,18,43ZHCT0cAZBISjO8DG9PnE,https://i.scdn.co/image/e3e5fd6d8a70dc5f94438fbe880fb1a8844026c4,160,160
EMELI SANDE,3,2,7sfgqEdoeBTjd8lQsPT3Cy,https://i.scdn.co/image/aee78fbea8b54cd27c2673d8c6fb34d0de7eb8f9,160,160
EMILE FORD & THE CHECKMATES,6,1,2qyvlQ4Ku5zc2mk4pYamzC,https://i.scdn.co/image/cf7137761f9868b1bd1512205367d4c1c6056dd6,64,64
EMINEM,8,8,7dGJo4pcD2V6oG8kP0tJRR,https://i.scdn.co/image/e479a506942c089a34683bc03bd95bdb99e20048,160,160
EMMA BUNTON,2,1,2AEEnr6Le5zHzBwpnlZSmq,https://i.scdn.co/image/c2dd9ada137f2cca1d29f6dfe1d1d4c24c2625b0,200,244
ENGELBERT HUMPERDINCK,11,2,17XXKfRBMCWvLrqGoNkJXm,https://i.scdn.co/image/2ea4f12a56c779d12831b89dc35f2a3077598311,160,160
ENGLAND WORLD CUP SQUAD,3,1,0KnnmZvrMOB9QKmfrDqcdC,https://i.scdn.co/image/8ea6f600c07e1f0c6db78ff18d02691d2a8d346f,64,64
ENIGMA,1,1,3DmG65yHQsMms7WAvrZOdt,https://i.scdn.co/image/8d470f62069437d8c2254a0e8f4e84eb89ce0871,160,160
ENRIQUE IGLESIAS,4,1,7qG3b048QCHVRO5Pv1T5lw,https://i.scdn.co/image/cf50e8e99f886cd6f3738e62e1148d164c51105c,160,160
ENYA,5,2,6uothxMWeLWIhsGeF7cyo4,https://i.scdn.co/image/ca5dff9b9b00d4c4bb9249484d392556dca50adc,200,200
EQUALS,3,1,0l7TxYWNUtEgWocjz8IaOt,https://i.scdn.co/image/9c52223ff778461d51c7ded9e4ef6b8f48f48991,64,64
ERASURE,5,1,0z5DFXmhT4ZNzWElsM7V89,https://i.scdn.co/image/263025fe29b45c0f0ea6d88a0a99da22c08333ba,160,160
ERIC CLAPTON,1,1,6PAt558ZEZl0DmdXlnjMgD,https://i.scdn.co/image/571e089f16831a649a8ba870b16d02692ce82e78,200,315
ERIC PRYDZ,5,1,5sm0jQ1mq0dusiLtDJ2b4R,https://i.scdn.co/image/97d2721eaba990246deead946f13ed7a1a588311,160,160
ESTELLE,7,2,5T0MSzX9RC5NA6gAI6irSn,https://i.scdn.co/image/d891cb411fa6b2bb4341ee54bb1cbc360067be8c,160,160
ESTHER & ABI OFARIM,3,1,4pKD32DrsJnw8vlq8r3Cox,https://i.scdn.co/image/4bd70dd77bdd1614b6678ad06bb38c2e32d87dfa,64,63
ETERNAL,1,1,70AkqfU43ou9hFxJZTDt7A,https://i.scdn.co/image/febdfc6778580e2f2ed1fc24533744039d8904a7,160,160
EUROPE,2,1,5VadK1havLhK1OpKYsXv9y,https://i.scdn.co/image/4a14502faf8edfa47d3841003cccfb66d99d8938,64,64
EURYTHMICS,1,1,0NKDgy9j66h3DLnN8qu1bB,https://i.scdn.co/image/dffc9b2319e05a3ddfef402c2108360a7d77609b,160,160
EVA CASSIDY,1,1,6fNmOWQzfOVyHLQ2UqUQew,https://i.scdn.co/image/640dfc45be9d5ac37b549a371f32fedef39221d5,200,200
EVA SIMONS,1,1,2d6W4cnC5XsVOaxtgaj9hA,https://i.scdn.co/image/9ea581cad33b4dd415a1ef8a1c92cffc021feadd,160,160
EVANESCENCE,4,1,5nGIFgo0shDenQYSE0Sn7c,https://i.scdn.co/image/0a07c7bdc9b46e3799b007e3d6aea37b80c10926,160,160
EVERLY BROTHERS,19,4,4ACplpEqD6JIVgKrafauzs,https://i.scdn.co/image/8eee809edea1af0fc95620c95f8ecd6b7cdc6cc9,200,207
EXAMPLE,3,2,6Vh6UDWfu9PUSXSzAaB3CW,https://i.scdn.co/image/25e171ad4fb21f8a71a145dd1f5fa6ee50bb006f,160,160
FAIRGROUND ATTRACTION,1,1,1sAkg8871iPVI0wPbOfIZa,https://i.scdn.co/image/d9d81f2d8109555b80b52b0a994d23c1ae42f848,199,129
FAITH EVANS,6,1,5NDMothbpdpq2xHqSjrrWn,https://i.scdn.co/image/a995789604369f353ddb8104d5bd94b126aee864,160,160
FALCO,1,1,0hLd40hVpRDGENe4KGZLnW,https://i.scdn.co/image/48547d839f1f28d0fb69c60e72acac23f6acac1a,160,160
FAR EAST MOVEMENT,2,1,698hF4vcwHwPy8ltmXermq,https://i.scdn.co/image/7b14aeb3dd47774bab1cf90a11ddddb96ab686fc,160,160
FATBOY SLIM,1,1,4Y7tXHSEejGu1vQ9bwDdXW,https://i.scdn.co/image/4121d4edd63a07369d10a3e2dd0a80a1659773fc,160,160
FATMAN SCOOP THE CROOKLYN CLAN,2,1,,,,
FEARGAL SHARKEY,2,1,3zk5lgbVEre0rKRBqiKt0T,https://i.scdn.co/image/8c14e5eaec521bbbdead7d5c03fe547547ac55eb,200,199
FEDDE LE GRAND,1,1,7dc6hUwyuIhrZdh80eaCEE,https://i.scdn.co/image/b1fa5c5824b9a4cfd8bd75db61ac74c31f0ea678,160,160
FERN KINNEY,1,1,7tqYLHfwfsXiXdFtMIds2K,https://i.scdn.co/image/49e9e5af1992d5b9d3c4ff7696ef1998a402cc3c,64,64
FERRY AID,3,1,,,,
FIVE,4,3,04gDigrS5kc9YWfZHwBETP,https://i.scdn.co/image/34760086fe6f4e6f8121fe00aa4901ace216b268,160,160
FLEETWOOD MAC,1,1,08GQAI4eElDnROBrJRGE0X,https://i.scdn.co/image/fcbdbea6fc3535e9668f34fdee2cc4b1c30046f2,64,85
FLO RIDA,6,5,0jnsk9HBra6NMjO2oANoPY,https://i.scdn.co/image/d1a78628d48a855d51ab7d74b6d78c22ee8a2b63,160,160
FLOATERS,1,1,6GpuL6WNTOVhmMl6lZbiKS,https://i.scdn.co/image/7eb8887ed2c022cbc1af774a5a8a99c528643474,64,64
FLORENCE & THE MACHINE,3,1,1moxjboGR7GNWYIMWsRjgG,https://i.scdn.co/image/0c38f1000f44e7da4e3c324804dbf3f8e2d5a5ec,200,200
FLORENCE WELCH,1,1,0IROOdQ2fQUcoaEPqt1Isg,https://i.scdn.co/image/6ed2a81de45fef675ad5241a7aeda4a9f203660a,64,64
FLOYD CRAMER,1,1,6DQ6mdEhxCgHPqfX1niZZK,https://i.scdn.co/image/7f5812f46399d65bd3ad10a687629a47eaae5b30,63,64
FLYING PICKETS,5,1,41A6Xdil8qhaD2DcS4X1wA,https://i.scdn.co/image/07f73940122bfa3f5408d53f6011e7df4a110711,64,64
FOREIGNER,3,1,6IRouO5mvvfcyxtPDKMYFN,https://i.scdn.co/image/81e122476e061b4fd3e6332430deafde9788185b,200,167
FOUNDATIONS,2,1,4GITZM5LCR2KcdlgEOrNLD,https://i.scdn.co/image/7ea30c9ad997053c71f4388c86b9bd57a09368f6,64,64
FOUR PENNIES,1,1,37s6Z7SRJ8U3URr6hocF8m,https://i.scdn.co/image/9e4124ca565bf63ed9effd517df41db30ab5fa5d,64,63
FOUR SEASONS,2,1,6mcrZQmgzFGRWf7C0SObou,https://i.scdn.co/image/84498c527a00fc62c68b77ed5bc710ccd173c15b,200,249
FOUR TOPS,3,1,7fIvjotigTGWqjIz6EP1i4,https://i.scdn.co/image/92d61449364eb197bcdd66bf8943aefc92b63593,64,60
FRAGMA,2,1,2t9efDsc10DtZpi4LP3BJJ,https://i.scdn.co/image/16d6fa45bc134690b0a2eaebe04e3fe2bea1f883,160,160
FRANK IFIELD,17,4,4IYYmybW7zLRFIPnOjBUUO,https://i.scdn.co/image/71b12b354afb1a5fff1a8bceed15c2db1d8e2edd,200,197
FRANK SINATRA,8,3,1Mxqyy3pSjf8kZZL4QVxS0,https://i.scdn.co/image/810f29651e05c9eae5a31f8151c2e05dc46390f9,200,130
FRANKEE,3,1,6ByJNOVJEHXUhJIkpQNBh4,https://i.scdn.co/image/ee5eb1daa491e9240a2783b35e949f5a5fd4f5d9,160,160
FRANKIE GOES TO HOLLYWOOD,15,3,1mZu3rO7qSD09GdDpePHhY,https://i.scdn.co/image/0f25396fffcc9b09c6949bac7d0edbe005259729,160,160
FRANKIE LAINE,32,4,3cgO5CdhEHKMxldjZlP5ix,https://i.scdn.co/image/11c057f696794bfa52303ee7bdaebf3bdc489ab3,64,64
FRANKIE LYMON,3,1,40Zt6u0Ig5vXtrq0htgqvt,https://i.scdn.co/image/a0039eebbdbe0885ff86c8b0b1b0fcdc488d6e0e,64,64
FRANKIE VAUGHAN,7,2,1ihw8Evlq7gPuoHW520STD,https://i.scdn.co/image/d87b9d1977e83bd900b1e0389bd583005bb104c4,64,64
FREDA PAYNE,6,1,0701Axu6yvUIoctaKMbDIZ,https://i.scdn.co/image/080f7a53805e268a2c294136b67e272f14013466,200,269
FREDDIE MERCURY,2,1,4M1FpEWs2PeYfJe7xxJfhH,https://i.scdn.co/image/721fc089571a6b2387fc370578e1419bd02ed553,200,202
FUGEES,7,2,2WKdxPFRD7IqZvlIAvhMgY,https://i.scdn.co/image/40c72b016b1b8c88cd92de52ee6150b3fa4377c5,200,200
FUN.,1,1,5nCi3BB41mBaMH9gfr6Su0,https://i.scdn.co/image/25eee8e9db00a929448c32f67c7e158b53488979,200,113
GABRIELLE,6,3,7rftfGIYEeZ79sLb58ZBDi,https://i.scdn.co/image/ae7f16b2c3708b3b96b24c1985c5b27b65679c6b,200,150
GABRIELLE APLIN,1,1,3w6zswp5THsSKYLICUbDTZ,https://i.scdn.co/image/429ada1a713f5b906f5a9b6356cee0f726b8aea8,160,160
GARETH GATES,11,4,4nNwfeVaNJlfz8RdCT5MJO,https://i.scdn.co/image/3d8db61f3f8376c7293b415207d445bad9c9c03e,64,64
GARETH MALONE,2,2,2kiw80J2vUaMUeZb0nh7DP,https://i.scdn.co/image/c9dfe138faef26f0b3106969741e52f8ea9d3946,200,130
GARETH MALONE'S ALL STAR CHOIR,1,1,5dplOZpmsEMKVG7r6KVw6y,https://i.scdn.co/image/4fcdedfc8e7e4651184dff18eecd6baa568b33bd,64,64
GARY BARLOW,3,3,3ZcbVcd3fsf9qKK02UVzGB,https://i.scdn.co/image/5a27a30461a9ad4ef185683a1861878b57ba2b35,200,113
GARY GLITTER,9,3,17Xm0SFTJpYq5F7hZMYlPU,,,
GARY JULES,3,1,5oRnbmgqvvq7fVlgk4vcEa,,,
GARY NUMAN,1,1,5KQMtyPE8DCQNUzoNqlEsE,https://i.scdn.co/image/ba94f565fcff271a35051ec8d3e6a01ae955513f,160,160
GARY PUCKETT,4,1,4asCC4oxQcDzFXhCth2SgQ,https://i.scdn.co/image/ceee410f2792c98422944bcb68e59c11d7088d9d,200,157
GENE PITNEY,4,1,3ap1NzHNV9QA1x1V6z3gSe,https://i.scdn.co/image/e5ad864065c4e48abfb505c3e32eb4d46b34e93b,200,261
GEORGE HARRISON,6,1,7FIoB5PHdrMZVC3q2HE5MS,https://i.scdn.co/image/3d32e74c31599302c0a22304c4f153d69b1052db,200,200
GEORGE MCCRAE,3,1,6oV3BNm1Gj2GGgpYknc5TN,https://i.scdn.co/image/8ba05e3c64023eb68a7aa2c1d5ff2c2da0b95a7c,200,100
GEORGE MICHAEL,17,7,19ra5tSw0tWufvUp8GotLo,https://i.scdn.co/image/7f5f4862a9307b56d9b519df461b74f9af3d80a6,160,160
GEORGIE FAME,4,3,5rWKAmlxinr3muqedXVIHa,https://i.scdn.co/image/cb987126db4430bb3e09de4d91b6f3553610248e,200,200
THE BLUE FLAMES,3,2,0mopUs7SL5szuPOcOsS73A,https://i.scdn.co/image/7fe7931136928aed09280180b2e2f95a06c5bc62,64,63
GERI HALLIWELL,5,4,5orH1OWgjAYUX8sZ5gihTv,https://i.scdn.co/image/1031e806277b3364a6b4bf88bf8309c8bf7c4390,160,160
GERRY & THE PACEMAKERS,11,3,3UmBeGyNwr4iDWi1vTxWi8,https://i.scdn.co/image/a8d8ce832b53948351e815e089415e37347d7da3,200,200
